ith_sess,session_id,navigate_click:0-4,cutscene_click:0-4,person_click:0-4,object_click:0-4,notification_click:0-4,observation_click:0-4,object_hover:0-4,map_hover:0-4,map_click:0-4,checkpoint:0-4,person_click:5-12,navigate_click:5-12,object_click:5-12,object_hover:5-12,cutscene_click:5-12,map_hover:5-12,notification_click:5-12,map_click:5-12,observation_click:5-12,checkpoint:5-12,navigate_click:13-22,person_click:13-22,cutscene_click:13-22,object_click:13-22,map_hover:13-22,object_hover:13-22,notification_click:13-22,map_click:13-22,observation_click:13-22,checkpoint:13-22,elapsed_time:0-4,event_index:0-4,elapsed_time:5-12,event_index:5-12,elapsed_time:13-22,event_index:13-22,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,num_correct,notebook_click:0-4,notebook_click:5-12,notebook_click:13-22
1912,21000310285411148,123,34,18,25,5,1.0,,,2,1.0,96,183,46,,14,,9,11,1,1,553,127,59,36,,,8,12,4,1,367041.0,213.0,966212,594,3025924,1438,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,12,5.0,7.0,2.0
1913,21000310301591916,69,41,18,11,8,,2.0,2.0,2,1.0,138,216,27,16.0,11,31.0,9,19,3,1,133,121,75,25,10.0,14.0,11,9,5,1,225778.0,153.0,935671,643,2147061,1106,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,13,,4.0,15.0
1914,21000310340357196,108,29,18,14,8,2.0,6.0,1.0,2,1.0,125,180,88,24.0,12,17.0,9,7,5,1,370,173,86,45,15.0,18.0,29,10,4,1,358160.0,194.0,811751,676,1697407,1521,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,6.0,8.0,27.0
1915,21000310373566796,64,31,18,10,9,,9.0,2.0,2,1.0,114,64,19,15.0,11,13.0,9,6,2,1,310,125,75,26,71.0,30.0,14,19,6,1,305104.0,148.0,5872765,415,7140324,1144,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,15,3.0,6.0,14.0
1916,21000310380592596,72,41,20,12,6,2.0,5.0,1.0,3,1.0,126,149,27,17.0,14,12.0,9,8,4,1,320,134,72,29,46.0,20.0,8,25,7,1,312874.0,174.0,2456984,562,3795543,1285,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,8,12.0,10.0,16.0
1917,21000310414496252,73,40,19,12,6,,5.0,,2,1.0,117,141,144,46.0,12,17.0,12,8,2,1,246,145,78,20,19.0,18.0,8,8,4,1,124503.0,157.0,761680,673,1823014,1268,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,11,,,2.0
1918,21000310432476090,70,26,25,9,8,1.0,3.0,,2,1.0,118,73,16,15.0,11,5.0,9,6,2,1,274,130,77,29,13.0,26.0,6,9,5,1,260531.0,148.0,819766,423,3569295,1052,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,9,4.0,12.0,20.0
1919,21000310440920576,163,59,36,45,13,2.0,12.0,7.0,4,2.0,194,331,107,60.0,26,48.0,18,31,6,2,474,224,117,38,80.0,26.0,15,24,8,2,4222511.0,1447.0,4762631,1798,5841366,2276,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,,,2.0
1920,21000310442016816,70,41,19,9,9,,3.0,,2,1.0,121,139,20,17.0,19,16.0,9,11,3,1,164,123,77,37,13.0,12.0,17,8,4,1,193922.0,157.0,650923,522,1414690,1024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,17,4.0,,
1921,21000310444075908,70,33,25,36,6,1.0,3.0,2.0,3,1.0,125,76,64,25.0,11,12.0,9,11,3,1,240,131,70,49,25.0,19.0,11,13,6,1,441620.0,184.0,1126057,530,2236006,1135,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,8,5.0,5.0,4.0
1922,21000310452272070,47,28,19,10,6,4.0,4.0,2.0,3,1.0,97,85,36,21.0,11,9.0,9,7,3,1,336,113,58,30,26.0,23.0,8,12,5,1,299129.0,129.0,832804,418,1885821,1077,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,12,6.0,2.0,11.0
1923,21000310515619990,88,34,21,6,6,2.0,4.0,3.0,2,1.0,97,98,21,17.0,12,10.0,12,6,4,1,294,108,57,24,22.0,11.0,6,9,5,1,190541.0,166.0,590588,464,1809348,1056,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,11,,13.0,23.0
1924,21000310543550624,105,44,21,7,5,,3.0,,2,1.0,120,177,31,24.0,16,11.0,9,7,2,1,341,126,78,36,24.0,23.0,8,10,4,1,96915.0,187.0,515405,601,1712444,1303,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,14,,2.0,8.0
1925,21000310583581710,73,32,19,17,6,1.0,8.0,2.0,2,1.0,122,166,36,33.0,11,14.0,9,8,4,1,257,108,67,45,23.0,26.0,17,6,6,1,300940.0,175.0,796971,602,1658100,1214,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,10,15.0,13.0,12.0
1926,21000310595974270,128,25,24,9,8,8.0,4.0,2.0,2,1.0,126,142,29,16.0,11,11.0,9,9,10,1,141,121,75,24,11.0,28.0,14,6,4,1,459752.0,214.0,1185664,605,2274226,1094,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,13,4.0,18.0,26.0
1927,21000311055203236,60,33,19,11,6,1.0,3.0,1.0,2,1.0,95,97,26,15.0,17,4.0,9,8,1,1,172,101,57,12,28.0,11.0,6,10,3,1,414924.0,141.0,1291422,426,2661108,863,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,14,5.0,4.0,
1928,21000311081232844,56,37,21,37,5,,11.0,2.0,2,1.0,114,120,38,27.0,11,18.0,9,11,3,1,309,135,86,50,80.0,30.0,8,21,6,1,292420.0,173.0,942903,577,2475121,1379,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,13,2.0,31.0,37.0
1929,21000311113638340,70,38,18,9,8,,3.0,2.0,3,1.0,127,140,18,17.0,14,11.0,9,10,1,1,176,119,77,21,26.0,20.0,14,10,3,1,156141.0,151.0,3779713,507,10485338,1015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,,,
1930,21000311121356390,136,43,20,16,6,,3.0,4.0,2,1.0,128,174,24,15.0,16,9.0,9,7,1,1,260,126,77,13,16.0,16.0,8,8,4,1,111199.0,230.0,364634,640,1311325,1217,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,9,,,2.0
1931,21000311141342520,79,27,18,48,5,2.0,3.0,2.0,2,1.0,108,122,45,16.0,12,4.0,9,7,5,1,161,110,64,18,8.0,14.0,8,6,3,1,417785.0,186.0,5645661,523,6577148,956,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,12,,,
1932,21000311241247364,54,35,22,13,9,1.0,6.0,3.0,2,1.0,126,101,17,28.0,12,13.0,9,10,1,1,155,121,85,15,44.0,22.0,8,9,4,1,245759.0,148.0,871148,479,3602912,991,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,9,3.0,,
1933,21000311254742896,144,39,19,21,11,3.0,6.0,3.0,2,1.0,104,258,42,35.0,16,13.0,10,9,4,1,509,113,54,24,24.0,22.0,12,11,7,1,255040.0,247.0,718646,750,1487841,1587,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,11,,2.0,18.0
1934,21000311263649770,107,52,21,11,10,,4.0,3.0,2,1.0,96,200,40,23.0,11,13.0,9,8,2,1,627,105,69,31,18.0,17.0,16,10,4,1,202726.0,210.0,1028502,635,2170248,1581,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,15,,6.0,8.0
1935,21000311285669148,125,32,19,13,9,4.0,12.0,3.0,2,1.0,109,328,135,39.0,14,17.0,9,12,3,1,419,115,65,54,23.0,33.0,14,7,7,1,290897.0,228.0,913658,917,2674979,1700,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,14,9.0,11.0,6.0
1936,21000311295846624,60,36,27,12,8,,6.0,3.0,2,1.0,107,148,35,43.0,13,20.0,9,8,4,1,337,118,58,20,65.0,20.0,8,13,5,1,407827.0,154.0,1638169,556,3494133,1243,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,10,,,
1937,21000311313736960,92,27,20,13,8,5.0,4.0,3.0,2,1.0,104,250,45,26.0,11,14.0,9,11,5,1,332,110,57,23,18.0,23.0,10,8,6,1,383873.0,178.0,1154696,671,2481215,1306,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,11,4.0,8.0,7.0
1938,21000311314253250,50,26,18,10,8,3.0,6.0,2.0,2,1.0,93,64,22,17.0,13,6.0,9,6,1,1,148,99,58,18,11.0,13.0,11,6,4,1,230698.0,125.0,676783,368,1824364,775,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,15,,2.0,
1939,21000311351017840,47,27,19,13,8,,7.0,3.0,2,1.0,123,97,46,43.0,11,16.0,9,7,5,1,121,118,71,14,14.0,19.0,9,6,4,1,249683.0,126.0,856281,494,1773665,906,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,15,,2.0,2.0
1940,21000311384419692,42,27,19,6,5,3.0,3.0,,2,1.0,117,81,42,36.0,11,6.0,9,6,3,1,205,139,77,24,30.0,28.0,8,10,4,1,188445.0,107.0,675578,426,5850682,998,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,16,,,6.0
1941,21000311395432370,68,34,18,8,6,1.0,4.0,1.0,2,1.0,93,80,36,33.0,13,11.0,9,7,1,1,226,103,62,27,23.0,51.0,14,12,5,1,296466.0,146.0,951721,453,2280767,1025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,4.0,9.0,13.0
1942,21000311411254936,88,35,18,11,5,4.0,6.0,2.0,2,1.0,120,182,45,19.0,19,13.0,15,9,2,1,436,126,79,30,9.0,29.0,22,9,8,1,106121.0,173.0,429502,607,2384285,1411,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,12,2.0,,10.0
1943,21000311441493060,73,34,19,12,8,1.0,5.0,5.0,2,1.0,123,145,30,27.0,11,21.0,9,12,3,1,298,138,78,34,26.0,23.0,8,15,6,1,189291.0,159.0,615997,555,1432106,1229,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,15,,3.0,7.0
1944,21000311450318550,74,37,20,15,15,1.0,3.0,,2,1.0,145,97,25,23.0,19,9.0,9,8,1,1,263,153,79,17,51.0,10.0,10,14,6,1,394398.0,169.0,1331746,523,6390156,1179,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,2.0,6.0,14.0
1945,21000311455046444,57,30,18,7,9,,3.0,2.0,2,1.0,97,95,25,17.0,11,14.0,9,8,2,1,211,102,58,18,25.0,20.0,11,9,3,1,193714.0,130.0,604519,417,1379076,911,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,15,2.0,,
1946,21000311471979184,56,37,18,11,6,,3.0,2.0,2,1.0,121,127,41,13.0,12,10.0,9,7,1,1,204,123,82,39,23.0,12.0,8,7,3,1,188117.0,135.0,599026,484,1540446,1029,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,,,2.0
1947,21000311505263116,35,27,19,12,6,,8.0,5.0,2,1.0,120,62,32,24.0,11,14.0,9,8,2,1,112,127,71,15,17.0,16.0,8,7,3,1,218093.0,114.0,720392,403,1628762,813,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16,,,
1948,21000311515178870,50,33,21,22,9,,7.0,4.0,2,1.0,120,124,64,26.0,13,25.0,9,11,3,1,164,127,72,15,19.0,10.0,10,8,4,1,295425.0,163.0,1144305,603,2190701,1102,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,10,15.0,38.0,34.0
1949,21000311551954496,80,34,21,11,6,3.0,2.0,,2,1.0,111,166,23,15.0,14,9.0,9,13,2,1,373,102,63,18,28.0,16.0,6,18,7,1,155320.0,159.0,502334,537,1303443,1221,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16,,4.0,8.0
1950,21000311575347516,58,28,19,7,9,,5.0,2.0,2,1.0,98,98,16,14.0,11,14.0,9,14,6,1,256,119,59,17,5.0,19.0,13,6,4,1,248555.0,130.0,732224,418,2191279,956,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,16,,,3.0
1951,21000311590534464,73,44,21,10,6,,2.0,,2,1.0,108,120,32,20.0,11,23.0,9,10,4,1,344,112,54,39,44.0,34.0,14,13,4,1,180827.0,158.0,2377964,508,3753654,1206,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,14,,,8.0
1952,21000311592717424,64,29,18,32,8,2.0,7.0,4.0,2,1.0,128,151,59,52.0,11,33.0,9,12,2,1,466,154,79,42,113.0,25.0,8,39,6,1,392536.0,166.0,1082738,640,2676038,1625,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,11,,,3.0
1953,21000311594610630,53,30,21,12,9,,2.0,3.0,2,1.0,122,96,21,19.0,11,11.0,9,7,3,1,155,118,75,12,17.0,11.0,8,6,3,1,278558.0,143.0,801284,472,1547554,949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,11.0,20.0,32.0
1954,21000312062912220,178,33,20,17,6,1.0,5.0,5.0,2,1.0,121,215,34,29.0,11,15.0,9,8,3,1,268,186,76,45,21.0,41.0,11,7,4,1,352592.0,275.0,993356,739,1976666,1454,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,15,8.0,10.0,15.0
1955,21000312144193148,71,41,18,9,6,,2.0,,2,1.0,117,98,20,17.0,13,9.0,9,8,1,1,387,140,79,27,25.0,11.0,9,11,4,1,251888.0,153.0,730910,470,1819122,1233,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,13,4.0,12.0,29.0
1956,21000312155223532,50,25,18,11,8,1.0,4.0,4.0,3,1.0,97,67,18,12.0,11,11.0,9,7,1,1,99,96,59,23,13.0,22.0,11,6,4,1,318723.0,129.0,733272,376,1502617,745,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,17,5.0,2.0,
1957,21000312162885980,49,32,18,7,6,,5.0,1.0,2,1.0,113,69,17,13.0,12,8.0,9,7,2,1,169,118,75,17,21.0,11.0,8,8,4,1,171719.0,120.0,567787,384,1205856,863,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,,2.0,2.0
1958,21000312171093744,31,26,21,7,5,,5.0,1.0,2,1.0,96,59,20,24.0,12,12.0,9,6,1,1,120,109,58,19,18.0,19.0,10,6,4,1,263450.0,105.0,871346,367,2182904,783,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,13,7.0,13.0,16.0
1959,21000312204469816,83,48,26,31,8,,4.0,1.0,2,1.0,136,213,81,35.0,11,21.0,9,11,5,1,297,135,82,28,15.0,19.0,8,6,4,1,321079.0,203.0,1450650,752,3262483,1390,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,13,,2.0,
1960,21000312222007628,82,43,21,11,6,,5.0,2.0,2,1.0,118,67,29,20.0,12,9.0,12,6,2,1,138,119,72,36,10.0,21.0,12,7,4,1,155276.0,174.0,473834,457,1125098,922,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,13,2.0,,
1961,21000312225505710,76,28,24,17,9,3.0,7.0,3.0,2,1.0,116,453,69,37.0,11,41.0,9,24,4,1,686,115,56,38,61.0,28.0,8,18,5,1,374052.0,181.0,1226703,960,3184396,2031,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,13,12.0,10.0,25.0
1962,21000312232592868,136,39,20,9,8,2.0,8.0,3.0,2,1.0,94,124,23,25.0,11,9.0,9,10,2,1,271,117,57,23,23.0,19.0,8,10,4,1,412328.0,224.0,1084772,546,2739862,1117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,17,,,
1963,21000312302704276,39,34,18,6,6,,6.0,2.0,2,1.0,130,80,157,41.0,11,24.0,9,10,3,1,305,158,76,34,61.0,25.0,9,25,4,1,178085.0,113.0,813920,585,2196873,1337,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,11,,,14.0
1964,21000312353464396,62,31,18,13,10,,5.0,1.0,2,1.0,108,74,19,11.0,12,6.0,9,6,5,1,199,100,56,19,33.0,14.0,16,11,4,1,130221.0,154.0,380672,434,845753,926,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,17,12.0,24.0,6.0
1965,21000312374247068,83,37,22,13,5,,5.0,2.0,2,1.0,132,172,34,12.0,15,14.0,12,11,2,1,220,125,78,19,19.0,24.0,8,8,4,1,100337.0,169.0,426140,584,1768851,1145,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,10,,,
1966,21000312381776720,77,39,18,11,8,,5.0,3.0,2,1.0,115,92,30,19.0,15,8.0,12,7,2,1,230,112,53,19,33.0,15.0,8,12,4,1,166305.0,163.0,515136,472,1466846,1008,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,12,,,17.0
1967,21000312394997110,75,26,19,11,8,1.0,4.0,3.0,2,1.0,114,143,69,27.0,11,12.0,9,9,1,1,241,121,77,22,19.0,23.0,14,10,4,1,444413.0,149.0,1073491,565,2326934,1141,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,14,,8.0,6.0
1968,21000312453906428,47,26,21,24,8,4.0,7.0,,2,1.0,96,72,47,26.0,11,12.0,9,7,3,1,188,107,58,37,14.0,23.0,8,6,4,1,1857864.0,153.0,2442423,463,4221926,986,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,14,14.0,19.0,42.0
1969,21000312490993440,74,30,18,13,5,,5.0,1.0,2,1.0,104,127,19,16.0,11,15.0,9,8,4,1,208,102,56,25,17.0,20.0,10,11,5,1,236897.0,150.0,1343361,477,2559272,972,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,12,2.0,7.0,4.0
1970,21000312522152210,64,32,18,9,8,2.0,4.0,1.0,2,1.0,108,188,42,29.0,17,21.0,9,8,4,1,430,122,63,40,41.0,22.0,8,16,4,1,228332.0,145.0,770345,587,3667599,1385,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,13,5.0,6.0,9.0
1971,21000312541624816,106,29,21,10,5,2.0,8.0,3.0,2,1.0,98,137,33,28.0,13,17.0,9,8,6,1,235,115,59,47,45.0,38.0,8,14,3,1,180506.0,190.0,555508,553,1352160,1162,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,14,4.0,,
1972,21000313011054770,62,32,21,25,12,3.0,8.0,2.0,2,1.0,121,126,62,24.0,11,19.0,9,11,5,1,233,130,75,28,35.0,20.0,10,13,5,1,297326.0,176.0,875757,603,2374051,1227,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,14,9.0,29.0,35.0
1973,21000313015534140,90,28,19,10,8,4.0,3.0,2.0,2,1.0,105,83,67,21.0,11,14.0,9,6,2,1,216,106,56,31,11.0,15.0,10,9,4,1,371477.0,166.0,950541,496,7597686,987,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,12,,,
1974,21000313025880864,46,36,18,11,9,2.0,4.0,3.0,2,1.0,122,79,36,18.0,11,6.0,9,7,3,1,132,122,71,24,15.0,17.0,8,6,4,1,256089.0,134.0,888610,431,1700935,870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,17,3.0,,2.0
1975,21000313051221330,32,32,18,8,6,,3.0,2.0,2,1.0,116,57,18,13.0,11,13.0,9,7,1,1,105,121,72,17,12.0,14.0,10,6,4,1,189571.0,103.0,508936,353,1171436,751,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16,,,
1976,21000313101121892,77,25,20,44,5,5.0,9.0,1.0,2,1.0,95,103,55,29.0,11,32.0,9,13,6,1,308,118,67,41,62.0,38.0,6,19,5,1,465793.0,194.0,1149602,558,2821611,1278,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,7,6.0,2.0,16.0
1977,21000313150790976,62,27,19,6,5,,6.0,2.0,2,1.0,97,116,20,29.0,11,13.0,9,7,3,1,202,94,61,19,18.0,20.0,10,6,6,1,206279.0,129.0,644923,446,1381692,918,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,14,,,
1978,21000313151208012,53,29,18,7,8,,9.0,2.0,2,1.0,114,65,37,19.0,11,17.0,9,6,2,1,148,121,76,12,11.0,17.0,8,6,3,1,196446.0,128.0,620330,418,1396152,861,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,,,
1979,21000313162055370,63,46,21,10,8,,2.0,1.0,2,1.0,125,102,36,16.0,12,9.0,9,9,2,1,218,130,72,21,19.0,11.0,14,11,6,1,188692.0,160.0,516292,494,1244368,1053,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,15,7.0,2.0,6.0
1980,21000313184942780,85,28,19,17,5,,8.0,2.0,2,1.0,102,214,27,25.0,13,29.0,9,12,3,1,492,121,59,24,66.0,19.0,11,23,6,1,247963.0,166.0,1061622,617,64917868,1488,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,16,,2.0,6.0
1981,21000313192570690,67,29,38,10,11,,3.0,3.0,2,1.0,127,74,21,17.0,11,16.0,9,7,1,1,237,152,74,17,28.0,25.0,11,11,4,1,263971.0,165.0,657623,477,2205442,1129,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,12,2.0,18.0,45.0
1982,21000313262877880,66,31,24,15,6,4.0,5.0,,2,1.0,98,143,23,18.0,12,9.0,9,10,3,1,180,107,56,14,26.0,14.0,6,12,3,1,306228.0,160.0,719211,495,1392816,956,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,14,7.0,4.0,2.0
1983,21000313342928344,63,34,25,12,9,2.0,6.0,4.0,2,1.0,152,198,46,24.0,12,12.0,9,7,4,1,226,137,84,29,24.0,26.0,8,9,4,1,336043.0,157.0,1350260,639,3388551,1237,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,8,,10.0,2.0
1984,21000313420296280,57,35,23,17,8,,7.0,2.0,2,1.0,103,111,49,31.0,11,23.0,9,9,1,1,415,114,74,34,43.0,27.0,19,10,4,1,199785.0,151.0,707794,519,1565697,1313,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,15,,9.0,8.0
1985,21000313424833644,59,32,24,14,6,,6.0,1.0,2,1.0,123,129,59,32.0,17,9.0,9,7,2,1,180,137,78,19,18.0,16.0,14,7,4,1,696154.0,151.0,1501904,554,2467403,1075,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,10,7.0,4.0,2.0
1986,21000313460130030,77,31,19,11,5,2.0,3.0,1.0,2,1.0,128,105,29,16.0,11,12.0,9,6,1,1,255,127,78,28,16.0,21.0,10,7,4,1,303248.0,155.0,912300,491,2058033,1085,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,16,4.0,11.0,3.0
1987,21000313472858628,58,26,22,16,8,3.0,3.0,,2,1.0,102,124,38,21.0,11,8.0,9,12,1,1,201,106,60,29,11.0,17.0,11,7,4,1,373553.0,140.0,1021856,480,2330844,983,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,7,2.0,4.0,14.0
1988,21000313491724640,72,33,19,11,6,1.0,6.0,1.0,2,1.0,117,143,43,20.0,11,15.0,9,7,3,1,214,120,76,27,30.0,12.0,11,14,4,1,391907.0,154.0,1133958,533,2370190,1083,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,10,3.0,2.0,2.0
1989,21000313544921090,45,32,25,33,6,2.0,4.0,2.0,2,1.0,133,117,33,21.0,11,13.0,9,8,5,1,211,129,81,29,17.0,31.0,17,8,4,1,423571.0,151.0,1072345,511,2109147,1079,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,13,,,2.0
1990,21000313545155480,52,33,19,53,8,1.0,5.0,1.0,4,1.0,125,207,61,24.0,12,29.0,9,18,4,1,814,176,83,27,104.0,17.0,14,53,7,1,225406.0,176.0,1126175,679,4249870,2029,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,,,14.0
1991,21000313545827540,52,32,22,9,6,1.0,4.0,2.0,3,1.0,101,131,19,20.0,14,8.0,9,7,1,1,194,100,62,21,11.0,14.0,11,6,3,1,240974.0,131.0,650301,447,1367133,908,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,15,,,
1992,21000313555418900,96,28,23,16,9,6.0,6.0,2.0,2,1.0,97,135,41,23.0,14,11.0,9,7,4,1,206,103,59,21,20.0,19.0,8,8,4,1,501035.0,203.0,1168990,576,2142139,1084,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,15,15.0,25.0,24.0
1993,21000313563883390,72,46,21,26,6,,,,2,1.0,92,112,127,,11,,12,8,1,1,664,110,57,65,,,8,27,4,1,195294.0,173.0,830363,546,2184635,1566,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,14,,,47.0
1994,21000313565366560,47,28,18,8,8,2.0,4.0,,2,1.0,99,72,19,14.0,12,9.0,9,7,3,1,90,99,57,15,12.0,13.0,8,6,3,1,184480.0,117.0,501148,370,1097237,710,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,,,
1995,21000313565568510,54,44,18,11,8,1.0,6.0,3.0,2,1.0,126,104,46,23.0,16,11.0,9,8,2,1,224,142,76,19,14.0,16.0,11,8,4,1,162858.0,149.0,527834,517,1238950,1090,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,10,2.0,6.0,8.0
1996,21000313582823510,92,39,18,14,6,,8.0,2.0,2,1.0,98,226,88,62.0,11,38.0,9,9,4,1,515,119,63,35,86.0,37.0,13,25,8,1,209516.0,181.0,956775,748,2505774,1694,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,,12.0,4.0
1997,21000314063271332,62,29,19,17,9,1.0,5.0,2.0,2,1.0,100,99,19,15.0,13,11.0,9,7,2,1,149,109,55,20,9.0,17.0,8,7,5,1,248983.0,149.0,567972,433,1155824,852,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,12,3.0,4.0,9.0
1998,21000314093357650,74,34,18,12,9,,3.0,,2,1.0,124,106,30,14.0,14,14.0,9,7,1,1,206,122,72,19,26.0,9.0,8,9,4,1,177709.0,152.0,593102,475,4244943,996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,17,,,
1999,21000314124263304,44,32,18,8,6,,3.0,3.0,3,1.0,119,104,31,18.0,11,14.0,9,9,1,1,134,126,78,34,20.0,21.0,14,6,3,1,297313.0,117.0,2512633,443,3736196,924,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,12,,,4.0
2000,21000314132190252,72,32,19,28,9,5.0,11.0,1.0,3,1.0,111,184,90,52.0,11,20.0,9,11,5,1,516,118,63,49,89.0,32.0,9,26,7,1,362014.0,188.0,1112525,711,2545225,1679,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,6,8.0,14.0,20.0
